trip_id,Trip_SequenceNo.,Trip_Origin,Trip_Destination,Trip_Length,Trip_TimingFrom,Trip_TimingTo,Trip_Duration
trip_914,7,KBS,KDG,28.4,14:40:00,16:20:00,01:40:00
trip_915,8,KDG,KBS,28.4,16:40:00,18:25:00,01:45:00
trip_916,9,KBS,KDG,28.4,18:40:00,20:25:00,01:45:00
trip_917,10,KDG,KBS,28.4,20:30:00,22:15:00,01:45:00
trip_918,1,KBS,KDG,28.4,06:30:00,08:10:00,01:40:00
trip_919,2,KDG,KBS,28.4,08:15:00,10:00:00,01:45:00
trip_920,3,KBS,KDG,28.4,10:20:00,12:05:00,01:45:00
trip_921,4,KDG,KBS,28.4,12:10:00,13:50:00,01:40:00
trip_922,5,KBS,BMT-07,0.3,13:50:00,13:55:00,00:05:00
trip_923,6,BMT-07,KBS,0.3,15:30:00,15:35:00,00:05:00
trip_924,7,KBS,KDG,28.4,15:40:00,17:20:00,01:40:00
trip_925,8,KDG,KBS,28.4,17:50:00,19:35:00,01:45:00
trip_926,9,KBS,KDG,28.4,19:40:00,21:25:00,01:45:00
trip_927,10,KDG,KBS,28.4,21:30:00,23:15:00,01:45:00
trip_928,1,KBS,KDG,28.4,07:00:00,08:40:00,01:40:00
trip_929,2,KDG,KBS,28.4,08:45:00,10:30:00,01:45:00
trip_930,3,KBS,KDG,28.4,10:50:00,12:30:00,01:40:00
trip_931,4,KDG,KBS,28.4,12:40:00,14:20:00,01:40:00
trip_932,5,KBS,BMT-07,0.3,14:20:00,14:25:00,00:05:00
trip_933,6,BMT-07,KBS,0.3,16:00:00,16:05:00,00:05:00
trip_934,7,KBS,KDG,28.4,16:10:00,17:50:00,01:40:00
trip_935,8,KDG,KBS,28.4,18:20:00,20:05:00,01:45:00
trip_936,9,KBS,KDG,28.4,20:10:00,21:55:00,01:45:00
trip_937,10,KDG,KBS,28.4,22:00:00,23:45:00,01:45:00
trip_938,1,BMT-07,KBS,0.3,07:20:00,07:25:00,00:05:00
trip_939,2,KBS,KDG,28.4,07:30:00,09:10:00,01:40:00
trip_940,3,KDG,KBS,28.4,09:15:00,11:00:00,01:45:00
trip_941,4,KBS,KDG,28.4,11:55:00,13:35:00,01:40:00
trip_942,5,KDG,KBS,28.4,14:40:00,16:25:00,01:45:00
trip_943,6,KBS,BMT-07,0.3,16:25:00,16:30:00,00:05:00
trip_944,1,BMT-07,KBS,0.3,07:50:00,07:55:00,00:05:00
trip_945,2,KBS,KDG,28.4,08:00:00,09:40:00,01:40:00
trip_946,3,KDG,KBS,28.4,09:45:00,11:30:00,01:45:00
trip_947,4,KBS,KDG,28.4,12:20:00,14:00:00,01:40:00
trip_948,5,KDG,KBS,28.4,15:10:00,16:55:00,01:45:00
trip_949,6,KBS,BMT-07,0.3,16:55:00,17:00:00,00:05:00
trip_950,1,BMT-07,KBS,0.3,08:20:00,08:25:00,00:05:00
trip_951,2,KBS,KDG,28.4,08:30:00,10:10:00,01:40:00
trip_952,3,KDG,KBS,28.4,10:15:00,12:00:00,01:45:00
trip_953,4,KBS,KDG,28.4,12:50:00,14:30:00,01:40:00
trip_954,5,KDG,KBS,28.4,15:40:00,17:25:00,01:45:00
trip_955,6,KBS,BMT-07,0.3,17:25:00,17:30:00,00:05:00
trip_956,1,BMT-18,KDG,5.2,09:15:00,09:25:00,00:10:00
trip_957,2,KDG,KBS,28.4,09:30:00,11:15:00,01:45:00
trip_958,3,KBS,KDG,28.4,11:20:00,13:05:00,01:45:00
trip_959,4,KDG,KBS,28.4,14:05:00,15:50:00,01:45:00
trip_960,5,KBS,KDG,28.4,17:00:00,18:45:00,01:45:00
trip_961,6,KDG,BMT-18,5.2,18:45:00,18:50:00,00:05:00
trip_962,1,BMT-18,KDG,5.2,10:15:00,10:25:00,00:10:00
trip_963,2,KDG,KBS,28.4,10:30:00,12:15:00,01:45:00
trip_964,3,KBS,KDG,28.4,13:20:00,15:05:00,01:45:00
trip_965,4,KDG,KBS,28.4,16:05:00,17:50:00,01:45:00
trip_966,5,KBS,KDG,28.4,18:25:00,20:10:00,01:45:00
trip_967,6,KDG,BMT-18,5.2,20:15:00,20:25:00,00:10:00
trip_968,1,KDG,KBS,28.4,05:45:00,07:35:00,01:50:00
trip_969,2,KBS,KDG,28.4,07:40:00,09:30:00,01:50:00
trip_970,3,KDG,KBS,28.4,10:05:00,11:55:00,01:50:00
trip_971,4,KBS,KDG,28.4,12:00:00,13:50:00,01:50:00
trip_972,5,KDG,BMT-18,5.2,13:50:00,14:05:00,00:15:00
trip_973,6,BMT-18,KDG,5.2,15:10:00,15:25:00,00:15:00
trip_974,7,KDG,KBS,28.4,15:30:00,17:20:00,01:50:00
trip_975,8,KBS,KDG,28.4,17:35:00,19:25:00,01:50:00
trip_976,9,KDG,KBS,28.4,19:55:00,21:45:00,01:50:00
trip_977,10,KBS,KDG,28.4,21:50:00,23:40:00,01:50:00
trip_978,1,BMT-18,KDG,5.2,13:25:00,13:35:00,00:10:00
trip_979,2,KDG,KBS,28.4,13:40:00,15:20:00,01:40:00
trip_980,3,KBS,KDG,28.4,16:25:00,18:10:00,01:45:00
trip_981,4,KDG,KBS,28.4,18:50:00,20:30:00,01:40:00
trip_982,5,KBS,KDG,28.4,20:35:00,22:05:00,01:30:00
trip_983,6,KDG,BMT-18,5.2,22:05:00,22:10:00,00:05:00
trip_984,1,KDG,KBS,28.4,05:15:00,07:05:00,01:50:00
trip_985,2,KBS,KDG,28.4,07:10:00,08:55:00,01:45:00
trip_986,3,KDG,KBS,28.4,09:35:00,11:30:00,01:55:00
trip_987,4,KBS,KDG,28.4,11:35:00,13:25:00,01:50:00
trip_988,5,KDG,BMT-18,5.2,13:25:00,13:40:00,00:15:00
trip_989,6,BMT-18,KDG,5.2,14:40:00,14:55:00,00:15:00
trip_990,7,KDG,KBS,28.4,15:00:00,16:50:00,01:50:00
trip_991,8,KBS,KDG,28.4,17:05:00,18:55:00,01:50:00
trip_992,9,KDG,KBS,28.4,19:00:00,20:50:00,01:50:00
trip_993,10,KBS,KDG,28.4,21:20:00,23:10:00,01:50:00
trip_994,1,KDG,KBS,28.4,06:00:00,07:40:00,01:40:00
trip_995,2,KBS,KDG,28.4,07:45:00,09:35:00,01:50:00
trip_996,3,KDG,KBS,28.4,10:00:00,11:50:00,01:50:00
trip_997,4,KBS,KDG,28.4,12:10:00,13:55:00,01:45:00
trip_998,5,KDG,BMT-18,5.2,13:55:00,14:05:00,00:10:00
trip_999,6,BMT-18,KDG,5.2,15:10:00,15:20:00,00:10:00
trip_1000,7,KDG,KBS,28.4,15:25:00,17:20:00,01:55:00
trip_1001,8,KBS,KDG,28.4,17:25:00,19:20:00,01:55:00
trip_1002,9,KDG,KBS,28.4,19:25:00,21:10:00,01:45:00
trip_1003,10,KBS,KDG,28.4,21:40:00,23:20:00,01:40:00
trip_1004,1,KDG,KBS,28.4,06:30:00,08:10:00,01:40:00
trip_1005,2,KBS,KDG,28.4,08:15:00,10:15:00,02:00:00
trip_1006,3,KDG,KBS,28.4,10:45:00,12:30:00,01:45:00
trip_1007,4,KBS,KDG,28.4,12:35:00,14:20:00,01:45:00
trip_1008,5,KDG,BMT-18,5.2,14:25:00,14:35:00,00:10:00
trip_1009,6,BMT-18,KDG,5.2,15:35:00,15:45:00,00:10:00
trip_1010,7,KDG,KBS,28.4,15:50:00,17:40:00,01:50:00
trip_1011,8,KBS,KDG,28.4,17:55:00,19:40:00,01:45:00
trip_1012,9,KDG,KBS,28.4,19:45:00,21:35:00,01:50:00
trip_1013,10,KBS,KDG,28.4,22:05:00,23:50:00,01:45:00
trip_1014,1,BMT-18,KDG,5.2,07:15:00,07:25:00,00:10:00
trip_1015,2,KDG,KBS,28.4,07:30:00,09:15:00,01:45:00
trip_1016,3,KBS,KDG,28.4,09:35:00,11:20:00,01:45:00
trip_1017,4,KDG,KBS,28.4,12:25:00,14:10:00,01:45:00
trip_1018,5,KBS,KDG,28.4,15:10:00,16:55:00,01:45:00
trip_1019,6,KDG,BMT-18,5.2,17:00:00,17:10:00,00:10:00
trip_1020,1,BMT-18,KDG,5.2,07:45:00,07:55:00,00:10:00
trip_1021,2,KDG,KBS,28.4,08:00:00,09:45:00,01:45:00
trip_1022,3,KBS,KDG,28.4,10:05:00,11:45:00,01:40:00
trip_1023,4,KDG,KBS,28.4,12:55:00,14:35:00,01:40:00
trip_1024,5,KBS,KDG,28.4,15:55:00,17:40:00,01:45:00
trip_1025,6,KDG,BMT-18,5.2,17:45:00,17:55:00,00:10:00
trip_1026,1,BMT-18,KDG,5.2,08:15:00,08:25:00,00:10:00
trip_1027,2,KDG,KBS,28.4,08:30:00,10:15:00,01:45:00
trip_1028,3,KBS,KDG,28.4,10:35:00,12:15:00,01:40:00
trip_1029,4,KDG,KBS,28.4,13:25:00,15:05:00,01:40:00
trip_1030,5,KBS,KDG,28.4,16:45:00,18:30:00,01:45:00
trip_1031,6,KDG,BMT-18,5.2,18:35:00,18:45:00,00:10:00
trip_1032,1,KBS,KDG,28.4,06:45:00,08:30:00,01:45:00
trip_1033,2,KDG,KBS,28.4,09:00:00,10:45:00,01:45:00
trip_1034,3,KBS,KDG,28.4,11:05:00,12:45:00,01:40:00
trip_1035,4,KDG,KBS,28.4,13:10:00,14:50:00,01:40:00
trip_1036,5,KBS,BMT-07,0.3,14:50:00,14:55:00,00:05:00
trip_1037,6,BMT-07,KBS,0.3,15:55:00,16:00:00,00:05:00
trip_1038,7,KBS,KDG,28.4,16:05:00,17:45:00,01:40:00
trip_1039,8,KDG,KBS,28.4,18:00:00,19:40:00,01:40:00
trip_1040,9,KBS,KDG,28.4,19:45:00,21:25:00,01:40:00
trip_1041,10,KDG,KBS,28.4,21:45:00,23:25:00,01:40:00
trip_1042,1,KDG,KBS,28.4,05:30:00,07:10:00,01:40:00
trip_1043,2,KBS,KDG,28.4,07:15:00,09:00:00,01:45:00
trip_1044,3,KDG,KBS,28.4,09:40:00,11:25:00,01:45:00
trip_1045,4,KBS,KDG,28.4,11:30:00,13:15:00,01:45:00
trip_1046,5,KDG,BMT-18,6,13:15:00,13:30:00,00:15:00
trip_1047,6,BMT-18,KDG,6,14:35:00,14:50:00,00:15:00
trip_1048,7,KDG,KBS,28.4,14:50:00,16:35:00,01:45:00
trip_1049,8,KBS,KDG,28.4,17:10:00,18:50:00,01:40:00
trip_1050,9,KDG,KBS,28.4,19:10:00,20:50:00,01:40:00
trip_1051,10,KBS,KDG,28.4,20:55:00,22:40:00,01:45:00
trip_1052,1,BMT-18,KDG,6,07:00:00,07:10:00,00:10:00
trip_1053,2,KDG,KBS,28.4,07:15:00,09:00:00,01:45:00
trip_1054,3,KBS,KDG,28.4,09:15:00,11:00:00,01:45:00
trip_1055,4,KDG,KBS,28.4,14:20:00,16:05:00,01:45:00
trip_1056,5,KBS,KDG,28.4,16:35:00,18:15:00,01:40:00
trip_1057,6,KDG,BMT-18,6,18:15:00,18:30:00,00:15:00
trip_1058,1,BMT-18,KDG,6,08:00:00,08:15:00,00:15:00
trip_1059,2,KDG,KBS,28.4,08:20:00,09:55:00,01:35:00
trip_1060,3,KBS,KDG,28.4,11:40:00,13:25:00,01:45:00
trip_1061,4,KDG,KBS,28.4,13:50:00,15:35:00,01:45:00
trip_1062,5,KBS,KDG,28.4,16:00:00,17:45:00,01:45:00
trip_1063,6,KDG,BMT-18,6,17:50:00,18:05:00,00:15:00
trip_1064,1,BMT-07,KBS,0.3,08:50:00,08:55:00,00:05:00
trip_1065,2,KBS,KDG,28.4,09:00:00,10:45:00,01:45:00
trip_1066,3,KDG,KBS,28.4,10:55:00,12:40:00,01:45:00
trip_1067,4,KBS,KDG,28.4,13:35:00,15:20:00,01:45:00
trip_1068,5,KDG,KBS,28.4,16:50:00,18:35:00,01:45:00
trip_1069,6,KBS,BMT-07,0.3,18:40:00,18:45:00,00:05:00
trip_1070,1,BMT-07,KBS,0.3,08:30:00,08:35:00,00:05:00
trip_1071,2,KBS,KDG,28.4,08:40:00,10:15:00,01:35:00
trip_1072,3,KDG,KBS,28.4,10:20:00,12:05:00,01:45:00
trip_1073,4,KBS,KDG,28.4,13:05:00,14:50:00,01:45:00
trip_1074,5,KDG,KBS,28.4,17:10:00,18:55:00,01:45:00
trip_1075,6,KBS,BMT-07,0.3,18:55:00,19:00:00,00:05:00
trip_1076,1,KBS,KDG,28.4,04:40:00,06:10:00,01:30:00
trip_1077,2,KDG,KBS,28.4,06:15:00,08:00:00,01:45:00
trip_1078,3,KBS,KDG,28.4,08:05:00,09:50:00,01:45:00
trip_1079,4,KDG,KBS,28.4,10:35:00,12:20:00,01:45:00
trip_1080,5,KBS,BMT-07,0.3,12:25:00,12:30:00,00:05:00
trip_1081,6,BMT-07,KBS,0.3,14:15:00,14:20:00,00:05:00
trip_1082,7,KBS,KDG,28.4,14:25:00,16:10:00,01:45:00
trip_1083,8,KDG,KBS,28.4,16:30:00,18:15:00,01:45:00
trip_1084,9,KBS,KDG,28.4,18:20:00,20:05:00,01:45:00
trip_1085,10,KDG,KBS,28.4,20:45:00,22:30:00,01:45:00
trip_1086,1,KBS,KDG,28.4,05:00:00,06:40:00,01:40:00
trip_1087,2,KDG,KBS,28.4,06:45:00,08:30:00,01:45:00
trip_1088,3,KBS,KDG,28.4,08:35:00,10:20:00,01:45:00
trip_1089,4,KDG,KBS,28.4,10:50:00,12:35:00,01:45:00
trip_1090,5,KBS,BMT-07,0.3,12:40:00,12:45:00,00:05:00
trip_1091,6,BMT-07,KBS,0.3,14:45:00,14:50:00,00:05:00
trip_1092,7,KBS,KDG,28.4,14:55:00,16:40:00,01:45:00
trip_1093,8,KDG,KBS,28.4,17:05:00,18:50:00,01:45:00
trip_1094,9,KBS,KDG,28.4,18:55:00,20:40:00,01:45:00
trip_1095,10,KDG,KBS,28.4,21:00:00,22:45:00,01:45:00
trip_1096,1,KBS,KDG,28.4,05:15:00,06:55:00,01:40:00
trip_1097,2,KDG,KBS,28.4,07:00:00,08:50:00,01:50:00
trip_1098,3,KBS,KDG,28.4,08:55:00,10:40:00,01:45:00
trip_1099,4,KDG,KBS,28.4,11:20:00,13:05:00,01:45:00
trip_1100,5,KBS,BMT-07,0.3,13:10:00,13:15:00,00:05:00
trip_1101,6,BMT-07,KBS,0.3,15:10:00,15:15:00,00:05:00
trip_1102,7,KBS,KDG,28.4,15:20:00,17:05:00,01:45:00
trip_1103,8,KDG,KBS,28.4,17:20:00,19:05:00,01:45:00
trip_1104,9,KBS,KDG,28.4,19:25:00,21:10:00,01:45:00
trip_1105,10,KDG,KBS,28.4,21:15:00,23:00:00,01:45:00
trip_1106,1,KBS,KDG,28.4,05:45:00,07:30:00,01:45:00
trip_1107,2,KDG,KBS,28.4,07:35:00,09:20:00,01:45:00
trip_1108,3,KBS,KDG,28.4,09:25:00,11:10:00,01:45:00
trip_1109,4,KDG,KBS,28.4,11:50:00,13:35:00,01:45:00
trip_1110,5,KBS,BMT-07,0.3,13:40:00,13:45:00,00:05:00
trip_1111,6,BMT-07,KBS,0.3,15:20:00,15:25:00,00:05:00
trip_1112,7,KBS,KDG,28.4,15:30:00,17:15:00,01:45:00
trip_1113,8,KDG,KBS,28.4,17:35:00,19:20:00,01:45:00
trip_1114,9,KBS,KDG,28.4,19:35:00,21:20:00,01:45:00
trip_1115,10,KDG,KBS,28.4,21:25:00,23:10:00,01:45:00
trip_1116,1,KBS,KDG,28.4,06:15:00,08:00:00,01:45:00
trip_1117,2,KDG,KBS,28.4,08:05:00,09:50:00,01:45:00
trip_1118,3,KBS,KDG,28.4,09:55:00,11:40:00,01:45:00
trip_1119,4,KDG,KBS,28.4,12:20:00,14:05:00,01:45:00
trip_1120,5,KBS,BMT-07,0.3,14:10:00,14:15:00,00:05:00
trip_1121,6,BMT-07,KBS,0.3,15:30:00,15:35:00,00:05:00
trip_1122,7,KBS,KDG,28.4,15:45:00,17:30:00,01:45:00
trip_1123,8,KDG,KBS,28.4,18:10:00,19:55:00,01:45:00
trip_1124,9,KBS,KDG,28.4,20:00:00,21:45:00,01:45:00
trip_1125,10,KDG,KBS,28.4,22:10:00,23:55:00,01:45:00
trip_1126,1,ANK,KBS,39.5,06:45:00,08:45:00,02:00:00
trip_1127,2,KBS,ANK,39.5,08:50:00,10:50:00,02:00:00
trip_1128,3,ANK,KBS,39.5,11:20:00,13:20:00,02:00:00
trip_1129,4,KBS,BMT-7,0.3,13:20:00,13:25:00,00:05:00
trip_1130,5,BMT-7,KBS,0.3,14:30:00,14:35:00,00:05:00
trip_1131,6,KBS,ANK,39.5,14:40:00,16:45:00,02:05:00
trip_1132,7,ANK,KBS,39.5,16:50:00,18:50:00,02:00:00
trip_1133,8,KBS,ANK,39.5,19:10:00,21:20:00,02:10:00
trip_1134,1,ANK,KBS,39.5,07:10:00,09:15:00,02:05:00
trip_1135,2,KBS,ANK,39.5,09:20:00,11:20:00,02:00:00
trip_1136,3,ANK,KBS,39.5,11:50:00,13:50:00,02:00:00
trip_1137,4,KBS,BMT-7,0.3,13:50:00,13:55:00,00:05:00
trip_1138,5,BMT-7,KBS,0.3,15:00:00,15:05:00,00:05:00
trip_1139,6,KBS,ANK,39.5,15:10:00,17:15:00,02:05:00
trip_1140,7,ANK,KBS,39.5,17:35:00,19:35:00,02:00:00
trip_1141,8,KBS,ANK,39.5,19:55:00,21:55:00,02:00:00
trip_1142,1,ANK,KBS,39.5,07:45:00,09:45:00,02:00:00
trip_1143,2,KBS,ANK,39.5,10:10:00,12:20:00,02:10:00
trip_1144,3,ANK,KBS,39.5,12:25:00,14:15:00,01:50:00
trip_1145,4,KBS,BMT-7,0.3,14:20:00,14:25:00,00:05:00
trip_1146,5,BMT-7,KBS,0.3,15:35:00,15:40:00,00:05:00
trip_1147,6,KBS,ANK,39.5,15:45:00,17:50:00,02:05:00
trip_1148,7,ANK,KBS,39.5,18:20:00,20:20:00,02:00:00
trip_1149,8,KBS,ANK,39.5,20:25:00,22:25:00,02:00:00
trip_1150,1,ANK,KBS,39.5,08:30:00,10:15:00,01:45:00
trip_1151,2,KBS,ANK,39.5,10:45:00,12:55:00,02:10:00
trip_1152,3,ANK,KBS,39.5,13:00:00,15:00:00,02:00:00
trip_1153,4,KBS,BMT-7,0.3,15:00:00,15:05:00,00:05:00
trip_1154,5,BMT-7,KBS,0.3,16:15:00,16:20:00,00:05:00
trip_1155,6,KBS,ANK,39.5,16:25:00,18:30:00,02:05:00
trip_1156,7,ANK,KBS,39.5,19:00:00,21:00:00,02:00:00
trip_1157,8,KBS,ANK,39.5,21:05:00,23:15:00,02:10:00
trip_1158,1,BMT-7,KBS,0.3,07:05:00,07:10:00,00:05:00
trip_1159,2,KBS,ANK,39.5,07:15:00,09:15:00,02:00:00
trip_1160,3,ANK,KBS,39.5,09:20:00,11:20:00,02:00:00
trip_1161,4,KBS,CPR,29.2,13:30:00,15:00:00,01:30:00
trip_1162,5,CPR,KBS,29.2,16:15:00,17:45:00,01:30:00
trip_1163,6,KBS,BMT-7,0.3,17:50:00,17:55:00,00:05:00
trip_1164,1,BMT-7,KBS,0.3,07:50:00,07:55:00,00:05:00
trip_1165,2,KBS,ANK,39.5,08:05:00,10:05:00,02:00:00
trip_1166,3,ANK,KBS,39.5,10:20:00,12:20:00,02:00:00
trip_1167,4,KBS,CPR,29.2,14:15:00,15:45:00,01:30:00
trip_1168,5,CPR,KBS,29.2,16:45:00,18:15:00,01:30:00
trip_1169,6,KBS,BMT-7,0.3,18:20:00,18:25:00,00:05:00
trip_1170,1,BMT-7,KBS,0.3,11:20:00,11:25:00,00:05:00
trip_1171,2,KBS,CPR,29.2,11:30:00,13:00:00,01:30:00
trip_1172,3,CPR,KBS,29.2,15:00:00,16:30:00,01:30:00
trip_1173,4,KBS,ANK,39.5,17:45:00,19:35:00,01:50:00
trip_1174,5,ANK,KBS,39.5,19:40:00,21:40:00,02:00:00
trip_1175,6,KBS,BMT-7,0.3,21:45:00,21:50:00,00:05:00
trip_1176,1,BMT-7,KBS,0.3,11:40:00,11:45:00,00:05:00
trip_1177,2,KBS,ANK,39.5,11:50:00,13:50:00,02:00:00
trip_1178,3,ANK,KBS,39.5,16:00:00,18:00:00,02:00:00
trip_1179,4,KBS,CPR,29.2,18:25:00,19:55:00,01:30:00
trip_1180,5,CPR,KBS,29.2,20:00:00,21:35:00,01:35:00
trip_1181,6,KBS,BMT-7,0.3,21:35:00,21:40:00,00:05:00
trip_1182,1,BMT-07,KBS,0.3,7:50,7:55,00:05:00
trip_1183,2,KBS,ATB,35.2,8:00,9:45,01:45:00
trip_1184,3,ATB,KBS,35.2,10:00,11:45,01:45:00
trip_1185,4,KBS,ATB,35.2,12:20:00,14:05:00,01:45:00
trip_1186,5,ATB,KBS,35.2,15:40:00,17:35:00,01:55:00
trip_1187,6,KBS,BMT-07,0.3,17:40:00,17:45:00,00:05:00
trip_1188,1,BMT-07,KBS,0.3,08:20:00,08:25:00,00:05:00
trip_1189,2,KBS,ATB,35.2,08:30:00,10:20:00,01:50:00
trip_1190,3,ATB,KBS,35.2,11:00:00,12:45:00,01:45:00
trip_1191,4,KBS,ATB,35.2,13:00:00,14:45:00,01:45:00
trip_1192,5,ATB,KBS,35.2,16:20:00,18:10:00,01:50:00
trip_1193,6,KBS,BMT-07,0.3,18:15:00,18:20:00,00:05:00
trip_1194,1,BMT-07,KBS,0.3,08:40:00,08:45:00,00:05:00
trip_1195,2,KBS,ATB,35.2,08:50:00,10:40:00,01:50:00
trip_1196,3,ATB,KBS,35.2,11:10:00,12:55:00,01:45:00
trip_1197,4,KBS,ATB,35.2,14:00:00,15:45:00,01:45:00
trip_1198,5,ATB,KBS,35.2,16:30:00,18:20:00,01:50:00
trip_1199,6,KBS,BMT-07,0.3,18:25:00,18:30:00,00:05:00
trip_1200,1,BMT-07,KBS,0.3,09:00:00,09:05:00,00:05:00
trip_1201,2,KBS,ATB,35.2,09:10:00,11:00:00,01:50:00
trip_1202,3,ATB,KBS,35.2,12:10:00,13:55:00,01:45:00
trip_1203,4,KBS,ATB,35.2,14:40:00,16:25:00,01:45:00
trip_1204,5,ATB,KBS,35.2,16:50:00,18:40:00,01:50:00
trip_1205,6,KBS,BMT-07,0.3,18:45:00,18:50:00,00:05:00
trip_1206,1,KBS,ATB,35.2,05:40:00,07:40:00,02:00:00
trip_1207,2,ATB,KBS,35.2,08:00:00,10:00:00,02:00:00
trip_1208,3,KBS,CPR,29.2,10:20:00,12:00:00,01:40:00
trip_1209,4,CPR,BMT-25,20,12:05:00,13:20:00,01:15:00
trip_1210,5,BMT-25,KBS,12.5,14:35:00,15:15:00,00:40:00
trip_1211,6,KBS,CPR,29.2,15:20:00,16:55:00,01:35:00
trip_1212,7,CPR,KBS,29.2,17:00:00,18:35:00,01:35:00
trip_1213,8,KBS,ATB,35.2,18:40:00,20:30:00,01:50:00
trip_1214,9,ATB,KBS,35.2,21:00:00,22:50:00,01:50:00
trip_1215,1,ATB,KBS,35.2,06:20:00,08:15:00,01:55:00
trip_1216,1,KBS,ATB,35.2,08:40:00,10:40:00,02:00:00
trip_1217,3,ATB,KBS,35.2,11:20:00,13:20:00,02:00:00
trip_1218,4,KBS,BMT-07,0.3,13:25,13:30,00:05:00
trip_1219,5,BMT-7,KBS,0.3,16:10:00,16:15:00,00:05:00
trip_1220,6,KBS,ATB,35.2,16:20:00,18:20:00,02:00:00
trip_1221,7,ATB,KBS,35.2,18:40:00,20:40:00,02:00:00
trip_1222,8,KBS,ATB,35.2,21:00:00,23:00:00,02:00:00
trip_1223,1,ATB,KBS,35.2,07:00:00,09:00:00,02:00:00
trip_1224,2,KBS,ATB,35.2,09:20:00,11:20:00,02:00:00
trip_1225,3,ATB,KBS,35.2,12:20:00,14:20:00,02:00:00
trip_1226,4,KBS,BMT-07,0.3,14:25:00,14:30:00,00:05:00
trip_1227,5,BMT-7,KBS,0.3,17:10:00,17:15:00,00:05:00
trip_1228,6,KBS,ATB,35.2,17:20:00,19:15:00,01:55:00
trip_1229,7,ATB,KBS,35.2,19:20:00,21:20:00,02:00:00
trip_1230,8,KBS,ATB,35.2,21:40:00,23:40:00,02:00:00
trip_1231,1,ATB,KBS,35.2,05:40:00,07:35:00,01:55:00
trip_1232,2,KBS,ATB,35.2,07:40:00,09:40:00,02:00:00
trip_1233,3,ATB,KBS,35.2,10:40:00,12:40:00,02:00:00
trip_1234,4,KBS,BMT-07,0.3,12:45:00,12:50:00,00:05:00
trip_1235,5,BMT-7,KBS,0.3,14:50:00,14:55:00,00:05:00
trip_1236,6,KBS,ATB,35.2,15:00:00,17:00:00,02:00:00
trip_1237,7,ATB,KBS,35.5,17:10:00,19:10:00,02:00:00
trip_1238,8,KBS,ATB,35.2,20:20:00,22:20:00,02:00:00
trip_1239,1,ATB,KBS,35.2,06:40:00,08:40:00,02:00:00
trip_1240,2,KBS,ATB,35.2,09:00:00,11:00:00,02:00:00
trip_1241,3,ATB,KBS,35.2,12:00:00,14:00:00,02:00:00
trip_1242,4,KBS,BMT-07,0.3,14:05:00,14:10:00,00:05:00
trip_1243,5,BMT-7,KBS,0.3,16:40:00,16:45:00,00:05:00
trip_1244,6,KBS,ATB,35.2,16:50:00,18:50:00,02:00:00
trip_1245,7,ATB,KBS,35.2,19:00:00,21:00:00,02:00:00
trip_1246,8,KBS,ATB,35.2,21:20:00,23:20:00,02:00:00
trip_1247,1,KBS,ATB,35.2,06:00:00,08:00:00,02:00:00
trip_1248,2,ATB,KBS,35.2,08:20:00,10:20:00,02:00:00
trip_1249,3,KBS,CPR,29.2,10:40:00,12:15:00,01:35:00
trip_1250,4,CPR,BMT-25,20,12:15:00,13:30:00,01:15:00
trip_1251,5,BMT-25,KBS,12.5,14:55:00,15:35:00,00:40:00
trip_1252,6,KBS,CPR,29.2,15:40:00,17:15:00,01:35:00
trip_1253,7,CPR,KBS,29.2,17:20:00,18:55:00,01:35:00
trip_1254,8,KBS,ATB,35.2,19:00:00,20:50:00,01:50:00
trip_1255,9,ATB,KBS,35.2,21:20:00,23:10:00,01:50:00
trip_1256,1,BMT-07,KBS,0.3,12:30:00,12:35:00,00:05:00
trip_1257,2,KBS,ATB,35.2,12:40:00,14:25:00,01:45:00
trip_1258,3,ATB,KBS,35.2,15:00:00,16:45:00,01:45:00
trip_1259,4,KBS,ATB,35.2,17:40:00,19:35:00,01:55:00
trip_1260,5,ATB,KBS,35.2,19:40:00,21:25:00,01:45:00
trip_1261,6,KBS,BMT-07,0.3,21:25:00,21:30:00,00:05:00
trip_1262,1,KBS,ATB,35.2,05:00:00,07:00:00,02:00:00
trip_1263,2,ATB,KBS,35.2,07:40:00,09:35:00,01:55:00
trip_1264,3,KBS,CPR,29,09:40:00,11:20:00,01:40:00
trip_1265,4,CPR,KBS,29,11:30:00,13:05:00,01:35:00
trip_1266,5,KBS,BMT-07,0.3,13:05:00,13:10:00,00:05:00
trip_1267,6,BMT-7,KBS,0.3,14:10:00,14:15:00,00:05:00
trip_1268,7,KBS,CPR,29,14:20:00,15:55:00,01:35:00
trip_1269,8,CPR,KBS,29,16:00:00,17:35:00,01:35:00
trip_1270,9,KBS,ATB,35.2,18:00:00,20:00:00,02:00:00
trip_1271,10,ATB,KBS,35.2,20:20:00,22:20:00,02:00:00
trip_1272,1,KBS,ATB,35.2,05:20:00,07:20:00,02:00:00
trip_1273,2,ATB,KBS,35.2,07:50:00,09:45:00,01:55:00
trip_1274,3,KBS,CPR,29,09:50:00,11:30:00,01:40:00
trip_1275,4,CPR,KBS,29,11:50:00,13:20:00,01:30:00
trip_1276,5,KBS,BMT-07,0.3,13:25:00,13:30:00,00:05:00
trip_1277,6,BMT-7,KBS,0.3,14:40:00,14:45:00,00:05:00
trip_1278,7,KBS,CPR,29,14:50:00,16:25:00,01:35:00
