trip_id,Trip_SequenceNo.,Trip_Origin,Trip_Destination,Trip_Length,Trip_TimingFrom,Trip_TimingTo,Trip_Duration
trip_0,1,CSB,SVM,9.7,06:00:00,06:40:00,00:40:00
trip_1,2,SVM,CSB,9.7,06:45:00,07:25:00,00:40:00
trip_2,3,CSB,SVM,9.7,07:30:00,08:10:00,00:40:00
trip_3,4,SVM,CSB,9.7,08:15:00,08:55:00,00:40:00
trip_4,5,CSB,SVM,9.7,09:00:00,09:40:00,00:40:00
trip_5,6,SVM,CSB,9.7,10:10:00,10:50:00,00:40:00
trip_6,7,CSB,SVM,9.7,10:55:00,11:35:00,00:40:00
trip_7,8,SVM,CSB,9.7,11:40:00,12:10:00,00:30:00
trip_8,9,CSB,KRP,24.1,12:15:00,13:30:00,01:15:00
trip_9,10,KRP,BMT-29,0.4,13:35:00,13:40:00,00:05:00
trip_10,11,BMT-29,KRP,0.4,14:45:00,14:50:00,00:05:00
trip_11,12,KRP,CSB,24.1,14:55:00,16:10:00,01:15:00
trip_12,13,CSB,SVM,9.7,16:15:00,16:45:00,00:30:00
trip_13,14,SVM,CSB,9.7,16:50:00,17:30:00,00:40:00
trip_14,15,CSB,SVM,9.7,17:35:00,18:15:00,00:40:00
trip_15,16,SVM,CSB,9.7,18:20:00,19:00:00,00:40:00
trip_16,17,CSB,SVM,9.7,19:05:00,19:45:00,00:40:00
trip_17,18,SVM,CSB,9.7,19:50:00,20:30:00,00:40:00
trip_18,19,CSB,SVM,9.7,21:00:00,21:40:00,00:40:00
trip_19,20,SVM,CSB,9.7,21:45:00,22:25:00,00:40:00
trip_20,1,CSB,SVM,9.7,06:30:00,07:10:00,00:40:00
trip_21,2,SVM,CSB,9.7,07:15:00,07:55:00,00:40:00
trip_22,3,CSB,SVM,9.7,08:00:00,08:40:00,00:40:00
trip_23,4,SVM,CSB,9.7,08:45:00,09:25:00,00:40:00
trip_24,5,CSB,SVM,9.7,09:30:00,10:10:00,00:40:00
trip_25,6,SVM,CSB,9.7,10:40:00,11:20:00,00:40:00
trip_26,7,CSB,SVM,9.7,11:25:00,12:05:00,00:40:00
trip_27,8,SVM,CSB,9.7,12:10:00,12:40:00,00:30:00
trip_28,9,CSB,KRP,24.1,12:45:00,14:00:00,01:15:00
trip_29,10,KRP,BMT-29,0.4,14:00:00,14:05:00,00:05:00
trip_30,11,BMT-29,KRP,0.4,15:05:00,15:10:00,00:05:00
trip_31,12,KRP,CSB,24.1,15:15:00,16:30:00,01:15:00
trip_32,13,CSB,SVM,9.7,16:35:00,17:15:00,00:40:00
trip_33,14,SVM,CSB,9.7,17:20:00,18:00:00,00:40:00
trip_34,15,CSB,SVM,9.7,18:05:00,18:45:00,00:40:00
trip_35,16,SVM,CSB,9.7,18:50:00,19:30:00,00:40:00
trip_36,17,CSB,SVM,9.7,20:00:00,20:45:00,00:45:00
trip_37,18,SVM,CSB,9.7,20:50:00,21:25:00,00:35:00
trip_38,19,CSB,SVM,9.7,21:30:00,22:10:00,00:40:00
trip_39,20,SVM,CSB,9.7,22:15:00,22:55:00,00:40:00
trip_40,1,CSB,SVM,9.7,07:00:00,07:40:00,00:40:00
trip_41,2,SVM,CSB,9.7,07:45:00,08:25:00,00:40:00
trip_42,3,CSB,SVM,9.7,08:30:00,09:10:00,00:40:00
trip_43,4,SVM,CSB,9.7,09:15:00,09:55:00,00:40:00
trip_44,5,CSB,SVM,9.7,10:00:00,10:40:00,00:40:00
trip_45,6,SVM,CSB,9.7,11:10:00,11:50:00,00:40:00
trip_46,7,CSB,SVM,9.7,11:55:00,12:35:00,00:40:00
trip_47,8,SVM,CSB,9.7,12:40:00,13:10:00,00:30:00
trip_48,9,CSB,KRP,24.1,13:15:00,14:30:00,01:15:00
trip_49,10,KRP,BMT-29,0.4,14:30:00,14:35:00,00:05:00
trip_50,11,BMT-29,KRP,0.4,15:35:00,15:40:00,00:05:00
trip_51,12,KRP,CSB,24.1,15:45:00,17:00:00,01:15:00
trip_52,13,CSB,SVM,9.7,17:05:00,17:45:00,00:40:00
trip_53,14,SVM,CSB,9.7,17:50:00,18:30:00,00:40:00
trip_54,15,CSB,SVM,9.7,18:35:00,19:15:00,00:40:00
trip_55,16,SVM,CSB,9.7,19:20:00,20:00:00,00:40:00
trip_56,17,CSB,SVM,9.7,20:30:00,21:15:00,00:45:00
trip_57,18,SVM,CSB,9.7,21:20:00,21:55:00,00:35:00
trip_58,19,CSB,SVM,9.7,22:00:00,22:40:00,00:40:00
trip_59,20,SVM,CSB,9.7,22:45:00,23:25:00,00:40:00
trip_60,1,BMT-29,KRP,0.4,09:00:00,09:05:00,00:05:00
trip_61,2,KRP,CSB,24.1,09:10:00,10:25:00,01:15:00
trip_62,3,CSB,SVM,9.7,10:30:00,11:05:00,00:35:00
trip_63,4,SVM,CSB,9.7,13:10:00,13:50:00,00:40:00
trip_64,5,CSB,SVM,9.7,13:55:00,14:35:00,00:40:00
trip_65,6,SVM,CSB,9.7,14:40:00,15:20:00,00:40:00
trip_66,7,CSB,SVM,9.7,15:25:00,16:05:00,00:40:00
trip_67,8,SVM,CSB,9.7,16:10:00,16:45:00,00:35:00
trip_68,9,CSB,KRP,24.1,17:00:00,18:20:00,01:20:00
trip_69,10,KRP,BMT-29,0.4,18:25:00,18:30:00,00:05:00
trip_70,1,BMT-29,KRP,0.4,12:20:00,12:25:00,00:05:00
trip_71,2,KRP,CSB,24.1,12:30:00,13:45:00,01:15:00
trip_72,3,CSB,SVM,9.7,13:50:00,14:30:00,00:40:00
trip_73,4,SVM,CSB,9.7,14:35:00,15:10:00,00:35:00
trip_74,5,CSB,SVM,9.7,15:30:00,16:10:00,00:40:00
trip_75,6,SVM,CSB,9.7,17:20:00,18:00:00,00:40:00
trip_76,7,CSB,SVM,9.7,18:05:00,18:40:00,00:35:00
trip_77,8,SVM,CSB,9.7,19:35:00,20:15:00,00:40:00
trip_78,9,CSB,KRP,24.1,20:20:00,21:40:00,01:20:00
trip_79,10,KRP,BMT-29,0.4,21:45:00,21:50:00,00:05:00
trip_80,1,BMT-7,KBS,0.3,08:35:00,08:40:00,00:05:00
trip_81,2,KBS,JPT,18,08:45:00,09:45:00,01:00:00
trip_82,3,JPT,KBS,18,09:50:00,10:50:00,01:00:00
trip_83,4,KBS,JPT,18,11:50:00,12:50:00,01:00:00
trip_84,5,JPT,KBS,18,13:20:00,14:20:00,01:00:00
trip_85,6,KBS,JPT,18,15:40:00,16:40:00,01:00:00
trip_86,7,JPT,KBS,18,17:00:00,18:00:00,01:00:00
trip_87,8,KBS,BMT-7,0.3,18:05:00,18:10:00,00:05:00
trip_88,1,BMT-7,KBS,0.3,12:30:00,12:35:00,00:05:00
trip_89,2,KBS,JPT,18,12:40:00,13:40:00,01:00:00
trip_90,3,JPT,KBS,18,14:10:00,15:10:00,01:00:00
trip_91,4,KBS,JPT,18,17:40:00,18:40:00,01:00:00
trip_92,5,JPT,KBS,18,18:45:00,19:45:00,01:00:00
trip_93,6,KBS,JPT,18,19:50:00,20:50:00,01:00:00
trip_94,7,JPT,KBS,18,21:00:00,22:00:00,01:00:00
trip_95,8,KBS,BMT-7,0.3,22:00:00,22:05:00,00:05:00
trip_96,1,JPT,KBS,18,06:10:00,07:10:00,01:00:00
trip_97,2,KBS,JPT,18,07:15:00,08:15:00,01:00:00
trip_98,3,JPT,KBS,18,08:20:00,09:20:00,01:00:00
trip_99,4,KBS,JPT,18,09:45:00,10:45:00,01:00:00
trip_100,5,JPT,KBS,18,10:50:00,11:50:00,01:00:00
trip_101,6,KBS,BMT-7,0.3,11:55:00,12:00:00,00:05:00
trip_102,7,BMT-7,KBS,0.3,13:20:00,13:25:00,00:05:00
trip_103,8,KBS,JPT,18,13:30:00,14:30:00,01:00:00
trip_104,9,JPT,KBS,18,15:00:00,16:05:00,01:05:00
trip_105,10,KBS,JPT,18,16:15:00,17:15:00,01:00:00
trip_106,11,JPT,KBS,18,17:25:00,18:25:00,01:00:00
trip_107,12,KBS,JPT,18,18:30:00,19:30:00,01:00:00
trip_108,13,JPT,KBS,18,19:35:00,20:35:00,01:00:00
trip_109,14,KBS,JPT,18,20:50:00,21:50:00,01:00:00
trip_110,1,JPT,KBS,18,06:35:00,07:35:00,01:00:00
trip_111,2,KBS,JPT,18,07:40:00,08:40:00,01:00:00
trip_112,3,JPT,KBS,18,08:45:00,09:45:00,01:00:00
trip_113,4,KBS,JPT,18,10:05:00,11:05:00,01:00:00
trip_114,5,JPT,KBS,18,11:20:00,12:20:00,01:00:00
trip_115,6,KBS,BMT-7,0.3,12:20:00,12:25:00,00:05:00
trip_116,7,BMT-7,KBS,0.3,14:00:00,14:05:00,00:05:00
trip_117,8,KBS,JPT,18,14:10:00,15:10:00,01:00:00
trip_118,9,JPT,KBS,18,15:40:00,16:40:00,01:00:00
trip_119,10,KBS,JPT,18,16:45:00,17:45:00,01:00:00
trip_120,11,JPT,KBS,18,17:50:00,18:50:00,01:00:00
trip_121,12,KBS,JPT,18,18:55:00,19:55:00,01:00:00
trip_122,13,JPT,KBS,18,20:00:00,21:00:00,01:00:00
trip_123,14,KBS,JPT,18,21:20:00,22:20:00,01:00:00
trip_124,1,JPT,KBS,18,07:10:00,08:10:00,01:00:00
trip_125,2,KBS,JPT,18,08:15:00,09:15:00,01:00:00
trip_126,3,JPT,KBS,18,09:20:00,10:20:00,01:00:00
trip_127,4,KBS,JPT,18,10:35:00,11:35:00,01:00:00
trip_128,5,JPT,KBS,18,11:50:00,12:50:00,01:00:00
trip_129,6,KBS,BMT-7,0.3,12:55:00,13:00:00,00:05:00
trip_130,7,BMT-7,KBS,0.3,14:30:00,14:35:00,00:05:00
trip_131,8,KBS,JPT,18,14:40:00,15:40:00,01:00:00
trip_132,9,JPT,KBS,18,16:10:00,17:10:00,01:00:00
trip_133,10,KBS,JPT,18,17:15:00,18:15:00,01:00:00
trip_134,11,JPT,KBS,18,18:20:00,19:20:00,01:00:00
trip_135,12,KBS,JPT,18,19:25:00,20:25:00,01:00:00
trip_136,13,JPT,KBS,18,20:30:00,21:30:00,01:00:00
trip_137,14,KBS,JPT,18,21:50:00,22:40:00,00:50:00
trip_138,1,KBS,JPT,18,06:45:00,07:45:00,01:00:00
trip_139,2,JPT,KBS,18,07:50:00,08:50:00,01:00:00
trip_140,3,KBS,JPT,18,09:10:00,10:10:00,01:00:00
trip_141,4,JPT,KBS,18,10:15:00,11:15:00,01:00:00
trip_142,5,KBS,JPT,18,11:20:00,12:20:00,01:00:00
trip_143,6,JPT,KBS,18,12:35:00,13:35:00,01:00:00
trip_144,7,KBS,BMT-7,0.3,13:35:00,13:40:00,00:05:00
trip_145,8,BMT-7,KBS,0.3,15:00:00,15:05:00,00:05:00
trip_146,9,KBS,JPT,18,15:10:00,16:10:00,01:00:00
trip_147,10,JPT,KBS,18,16:35:00,17:35:00,01:00:00
trip_148,11,KBS,JPT,18,18:05:00,19:05:00,01:00:00
trip_149,12,JPT,KBS,18,19:10:00,20:10:00,01:00:00
trip_150,13,KBS,JPT,18,20:20:00,21:20:00,01:00:00
trip_151,14,JPT,KBS,18,21:30:00,22:30:00,01:00:00
trip_152,1,BSK,SBS,11.9,06:00:00,06:40:00,00:40:00
trip_153,2,SBS,BSK,11.9,06:45:00,07:30:00,00:45:00
trip_154,3,BSK,SBS,11.9,07:35:00,08:20:00,00:45:00
trip_155,4,SBS,BSK,11.9,08:25:00,09:10:00,00:45:00
trip_156,5,BSK,SBS,11.9,09:15:00,10:00:00,00:45:00
trip_157,6,SBS,BSK,11.9,10:05:00,10:50:00,00:45:00
trip_158,7,BSK,SBS,11.9,11:10:00,11:55:00,00:45:00
trip_159,8,SBS,BMT-13,14.9,12:10:00,13:10:00,01:00:00
trip_160,9,BMT-13,SBS,14.9,14:30:00,15:30:00,01:00:00
trip_161,10,SBS,BSK,11.9,15:35:00,16:20:00,00:45:00
trip_162,11,BSK,SBS,11.9,16:50:00,17:35:00,00:45:00
trip_163,12,SBS,BSK,11.9,17:40:00,18:25:00,00:45:00
trip_164,13,BSK,SBS,11.9,18:30:00,19:15:00,00:45:00
trip_165,14,SBS,BSK,11.9,19:20:00,20:05:00,00:45:00
trip_166,15,BSK,SBS,11.9,20:10:00,20:55:00,00:45:00
trip_167,16,SBS,BSK,11.9,21:15:00,22:00:00,00:45:00
trip_168,1,BSK,SBS,11.9,06:25:00,07:05:00,00:40:00
trip_169,2,SBS,BSK,11.9,07:10:00,07:55:00,00:45:00
trip_170,3,BSK,SBS,11.9,08:00:00,08:45:00,00:45:00
trip_171,4,SBS,BSK,11.9,08:50:00,09:35:00,00:45:00
trip_172,5,BSK,SBS,11.9,09:40:00,10:25:00,00:45:00
trip_173,6,SBS,BSK,11.9,10:30:00,11:15:00,00:45:00
trip_174,7,BSK,SBS,11.9,11:45:00,12:30:00,00:45:00
trip_175,8,SBS,BMT-13,14.9,12:35:00,13:35:00,01:00:00
trip_176,9,BMT-13,SBS,14.9,14:55:00,15:55:00,01:00:00
trip_177,10,SBS,BSK,11.9,16:00:00,16:45:00,00:45:00
trip_178,11,BSK,SBS,11.9,17:15:00,18:00:00,00:45:00
trip_179,12,SBS,BSK,11.9,18:05:00,18:50:00,00:45:00
trip_180,13,BSK,SBS,11.9,18:55:00,19:40:00,00:45:00
trip_181,14,SBS,BSK,11.9,19:45:00,20:30:00,00:45:00
trip_182,15,BSK,SBS,11.9,20:35:00,21:20:00,00:45:00
trip_183,16,SBS,BSK,11.9,21:40:00,22:25:00,00:45:00
trip_184,1,BSK,SBS,11.9,06:50:00,07:30:00,00:40:00
trip_185,2,SBS,BSK,11.9,07:35:00,08:20:00,00:45:00
trip_186,3,BSK,SBS,11.9,08:25:00,09:10:00,00:45:00
trip_187,4,SBS,BSK,11.9,09:15:00,10:00:00,00:45:00
trip_188,5,BSK,SBS,11.9,10:10:00,10:55:00,00:45:00
trip_189,6,SBS,BSK,11.9,11:20:00,12:05:00,00:45:00
trip_190,7,BSK,SBS,11.9,12:15:00,13:00:00,00:45:00
trip_191,8,SBS,BMT-13,14.9,13:05:00,14:05:00,01:00:00
trip_192,9,BMT-13,SBS,14.9,15:15:00,16:20:00,01:05:00
trip_193,10,SBS,BSK,11.9,16:25:00,17:10:00,00:45:00
trip_194,11,BSK,SBS,11.9,17:40:00,18:25:00,00:45:00
trip_195,12,SBS,BSK,11.9,18:30:00,19:15:00,00:45:00
trip_196,13,BSK,SBS,11.9,19:20:00,20:05:00,00:45:00
trip_197,14,SBS,BSK,11.9,20:10:00,20:55:00,00:45:00
trip_198,15,BSK,SBS,11.9,21:15:00,22:00:00,00:45:00
trip_199,16,SBS,BSK,11.9,22:05:00,22:50:00,00:45:00
trip_200,1,BMT-13,SBS,14.9,07:00:00,07:55:00,00:55:00
trip_201,3,SBS,BSK,11.9,08:00:00,08:45:00,00:45:00
trip_202,4,BSK,SBS,11.9,08:50:00,09:35:00,00:45:00
trip_203,5,SBS,BSK,11.9,09:40:00,10:25:00,00:45:00
trip_204,6,BSK,SBS,11.9,13:15:00,14:00:00,00:45:00
trip_205,7,SBS,BSK,11.9,14:05:00,14:50:00,00:45:00
trip_206,8,BSK,SBS,11.9,16:25:00,17:10:00,00:45:00
trip_207,10,SBS,BMT-13,14.9,17:15:00,18:10:00,00:55:00
trip_208,1,BMT-13,SBS,14.9,10:25:00,11:25:00,01:00:00
trip_209,3,SBS,BSK,11.9,11:45:00,12:30:00,00:45:00
trip_210,4,BSK,SBS,11.9,12:45:00,13:30:00,00:45:00
trip_211,5,SBS,BSK,11.9,13:35:00,14:20:00,00:45:00
trip_212,6,BSK,SBS,11.9,16:00:00,16:45:00,00:45:00
trip_213,7,SBS,BSK,11.9,16:50:00,17:35:00,00:45:00
trip_214,8,BSK,SBS,11.9,18:05:00,18:50:00,00:45:00
trip_215,10,SBS,BMT-13,14.9,18:55:00,19:50:00,00:55:00
trip_216,1,KBS,KML,12.6,06:00:00,06:55:00,00:55:00
trip_217,2,KML,KBS,13.2,07:00:00,07:55:00,00:55:00
trip_218,3,KBS,KML,12.6,08:00:00,08:55:00,00:55:00
trip_219,4,KML,KBS,13.2,09:00:00,09:55:00,00:55:00
trip_220,5,KBS,KML,12.6,10:15:00,11:10:00,00:55:00
trip_221,6,KML,KBS,13.2,11:25:00,12:20:00,00:55:00
trip_222,7,KBS,KML,12.6,12:25:00,13:15:00,00:50:00
trip_223,8,KML,BMT-13,3,13:20:00,13:30:00,00:10:00
trip_224,9,BMT-13,KML,3,14:30:00,14:35:00,00:05:00
trip_225,10,KML,KBS,13.2,14:40:00,15:30:00,00:50:00
trip_226,11,KBS,KML,12.6,15:35:00,16:30:00,00:55:00
trip_227,12,KML,KBS,13.2,16:35:00,17:30:00,00:55:00
trip_228,13,KBS,KML,12.6,17:35:00,18:25:00,00:50:00
trip_229,14,KML,KBS,13.2,18:30:00,19:25:00,00:55:00
trip_230,15,KBS,KML,12.6,19:30:00,20:25:00,00:55:00
trip_231,16,KML,KBS,13.2,20:55:00,21:50:00,00:55:00
trip_232,1,KBS,KML,12.6,06:25:00,07:20:00,00:55:00
trip_233,2,KML,KBS,13.2,07:25:00,08:20:00,00:55:00
trip_234,3,KBS,KML,12.6,08:25:00,09:20:00,00:55:00
trip_235,4,KML,KBS,13.2,09:25:00,10:20:00,00:55:00
trip_236,5,KBS,KML,12.6,10:50:00,11:45:00,00:55:00
trip_237,6,KML,KBS,13.2,11:50:00,12:45:00,00:55:00
trip_238,7,KBS,KML,12.6,12:50:00,13:40:00,00:50:00
trip_239,8,KML,BMT-13,3,13:45:00,13:55:00,00:10:00
trip_240,9,BMT-13,KML,3,14:55:00,15:00:00,00:05:00
trip_241,10,KML,KBS,13.2,15:05:00,15:55:00,00:50:00
trip_242,11,KBS,KML,12.6,16:00:00,16:55:00,00:55:00
trip_243,12,KML,KBS,13.2,17:00:00,17:55:00,00:55:00
trip_244,13,KBS,KML,12.6,18:00:00,18:50:00,00:50:00
trip_245,14,KML,KBS,13.2,18:55:00,19:50:00,00:55:00
trip_246,15,KBS,KML,12.6,20:15:00,21:15:00,01:00:00
trip_247,16,KML,KBS,13.2,21:20:00,22:15:00,00:55:00
trip_248,1,KBS,KML,12.6,06:50:00,07:45:00,00:55:00
trip_249,2,KML,KBS,13.2,07:50:00,08:45:00,00:55:00
trip_250,3,KBS,KML,12.6,08:50:00,09:45:00,00:55:00
trip_251,4,KML,KBS,13.2,09:50:00,10:45:00,00:55:00
trip_252,5,KBS,KML,12.6,11:25:00,12:15:00,00:50:00
trip_253,6,KML,KBS,13.2,12:20:00,13:10:00,00:50:00
trip_254,7,KBS,KML,12.6,13:15:00,14:05:00,00:50:00
trip_255,8,KML,BMT-13,3,14:10:00,14:20:00,00:10:00
trip_256,9,BMT-13,KML,3,15:20:00,15:25:00,00:05:00
trip_257,10,KML,KBS,13.2,15:30:00,16:20:00,00:50:00
trip_258,11,KBS,KML,12.6,16:25:00,17:20:00,00:55:00
trip_259,12,KML,KBS,13.2,17:25:00,18:15:00,00:50:00
trip_260,13,KBS,KML,12.6,18:20:00,19:15:00,00:55:00
trip_261,14,KML,KBS,13.2,19:20:00,20:15:00,00:55:00
trip_262,15,KBS,KML,12.6,20:45:00,21:40:00,00:55:00
trip_263,16,KML,KBS,13.2,21:45:00,22:40:00,00:55:00
trip_264,1,KBS,KML,12.6,07:15:00,08:10:00,00:55:00
trip_265,2,KML,KBS,13.2,08:15:00,09:10:00,00:55:00
trip_266,3,KBS,KML,12.6,09:15:00,10:10:00,00:55:00
trip_267,4,KML,KBS,13.2,10:15:00,11:10:00,00:55:00
trip_268,5,KBS,KML,12.6,11:50:00,12:40:00,00:50:00
trip_269,6,KML,KBS,13.2,12:45:00,13:35:00,00:50:00
trip_270,7,KBS,KML,12.6,13:40:00,14:30:00,00:50:00
trip_271,8,KML,BMT-13,3,14:35:00,14:45:00,00:10:00
trip_272,9,BMT-13,KML,3,16:00:00,16:10:00,00:10:00
trip_273,10,KML,KBS,13.2,16:15:00,17:10:00,00:55:00
trip_274,11,KBS,KML,12.6,17:15:00,18:05:00,00:50:00
trip_275,12,KML,KBS,13.2,18:10:00,19:00:00,00:50:00
trip_276,13,KBS,KML,12.6,19:05:00,20:00:00,00:55:00
trip_277,14,KML,KBS,13.2,20:05:00,20:55:00,00:50:00
trip_278,15,KBS,KML,12.6,21:15:00,22:05:00,00:50:00
trip_279,16,KML,KBS,13.2,22:10:00,23:05:00,00:55:00
trip_280,1,BMT-13,KML,3.8,08:25:00,08:35:00,00:10:00
trip_281,2,KML,KBS,13.2,08:40:00,09:30:00,00:50:00
trip_282,3,KBS,KML,12.6,09:50:00,10:40:00,00:50:00
trip_283,4,KML,KBS,13.2,10:45:00,11:35:00,00:50:00
trip_284,5,KBS,KML,12.6,14:35:00,15:25:00,00:50:00
trip_285,6,KML,KBS,13.2,15:50:00,16:45:00,00:55:00
trip_286,7,KBS,KML,12.6,16:50:00,17:40:00,00:50:00
trip_287,8,KML,KBS,13.2,17:45:00,18:35:00,00:50:00
trip_288,9,KBS,KML,12.6,18:40:00,19:30:00,00:50:00
trip_289,10,KML,BMT-13,3.8,19:30:00,19:40:00,00:10:00
trip_290,1,BMT-7,KBS,0.3,07:30:00,07:35:00,00:05:00
trip_291,2,KBS,SBS,5.1,07:40:00,08:05:00,00:25:00
trip_292,3,SBS,KBS,5.1,08:10:00,08:35:00,00:25:00
trip_293,4,KBS,SBS,5.1,08:40:00,09:05:00,00:25:00
trip_294,5,SBS,KBS,5.1,09:10:00,09:35:00,00:25:00
trip_295,6,KBS,SBS,5.1,09:40:00,10:00:00,00:20:00
trip_296,7,SBS,KBS,5.1,10:05:00,10:25:00,00:20:00
trip_297,8,KBS,SBS,5.1,10:30:00,10:55:00,00:25:00
trip_298,9,SBS,KBS,5.1,11:20:00,11:45:00,00:25:00
trip_299,10,KBS,SBS,5.1,12:30:00,12:55:00,00:25:00
trip_300,11,SBS,KBS,5.1,13:00:00,13:20:00,00:20:00
trip_301,12,KBS,SBS,5.1,14:25:00,14:45:00,00:20:00
trip_302,13,SBS,KBS,5.1,15:30:00,15:55:00,00:25:00
trip_303,14,KBS,SBS,5.1,16:00:00,16:25:00,00:25:00
trip_304,15,SBS,KBS,5.1,16:30:00,16:55:00,00:25:00
trip_305,16,KBS,SBS,5.1,17:00:00,17:25:00,00:25:00
trip_306,17,SBS,KBS,5.1,17:30:00,17:55:00,00:25:00
trip_307,18,KBS,BMT-7,0.3,17:55:00,18:00:00,00:05:00
trip_308,1,BMT-7,KBS,0.3,07:50:00,07:55:00,00:05:00
trip_309,2,KBS,SBS,5.1,08:00:00,08:25:00,00:25:00
trip_310,3,SBS,KBS,5.1,08:30:00,08:55:00,00:25:00
trip_311,4,KBS,SBS,5.1,09:00:00,09:25:00,00:25:00
trip_312,5,SBS,KBS,5.1,09:30:00,09:55:00,00:25:00
trip_313,6,KBS,SBS,5.1,10:00:00,10:20:00,00:20:00
trip_314,7,SBS,KBS,5.1,10:35:00,11:00:00,00:25:00
trip_315,8,KBS,SBS,5.1,11:15:00,11:40:00,00:25:00
trip_316,9,SBS,KBS,5.1,12:00:00,12:25:00,00:25:00
trip_317,10,KBS,SBS,5.1,12:50:00,13:15:00,00:25:00
trip_318,11,SBS,KBS,5.1,14:15:00,14:40:00,00:25:00
trip_319,12,KBS,SBS,5.1,14:55:00,15:20:00,00:25:00
trip_320,13,SBS,KBS,5.1,15:50:00,16:15:00,00:25:00
trip_321,14,KBS,SBS,5.1,16:20:00,16:45:00,00:25:00
trip_322,15,SBS,KBS,5.1,16:50:00,17:15:00,00:25:00
trip_323,16,KBS,SBS,5.1,17:30:00,17:55:00,00:25:00
trip_324,17,SBS,KBS,5.1,18:00:00,18:25:00,00:25:00
trip_325,18,KBS,BMT-7,0.3,18:30:00,18:35:00,00:05:00
trip_326,1,BMT-7,KBS,0.3,11:50:00,11:55:00,00:05:00
trip_327,2,KBS,SBS,5.1,12:00:00,12:25:00,00:25:00
trip_328,3,SBS,KBS,5.1,12:30:00,12:55:00,00:25:00
trip_329,4,KBS,SBS,5.1,13:15:00,13:35:00,00:20:00
trip_330,5,SBS,KBS,5.1,13:40:00,14:00:00,00:20:00
trip_331,6,KBS,SBS,5.1,14:05:00,14:25:00,00:20:00
trip_332,7,SBS,KBS,5.1,14:55:00,15:20:00,00:25:00
trip_333,8,KBS,SBS,5.1,15:25:00,15:50:00,00:25:00
trip_334,9,SBS,KBS,5.1,16:10:00,16:35:00,00:25:00
trip_335,10,KBS,SBS,5.1,16:40:00,17:05:00,00:25:00
trip_336,11,SBS,KBS,5.1,17:10:00,17:35:00,00:25:00
trip_337,12,KBS,SBS,5.1,18:00:00,18:25:00,00:25:00
trip_338,13,SBS,KBS,5.1,18:30:00,18:55:00,00:25:00
trip_339,14,KBS,SBS,5.1,19:00:00,19:25:00,00:25:00
trip_340,15,SBS,KBS,5.1,19:30:00,19:55:00,00:25:00
trip_341,16,KBS,SBS,5.1,20:00:00,20:25:00,00:25:00
trip_342,17,SBS,KBS,5.1,20:30:00,20:55:00,00:25:00
trip_343,18,KBS,BMT-7,0.3,20:55:00,21:00:00,00:05:00
trip_344,1,BMT-7,KBS,0.3,07:00:00,07:05:00,00:05:00
trip_345,2,KBS,KMT,4.5,07:10:00,07:30:00,00:20:00
trip_346,3,KMT,SBS,5.1,07:35:00,08:00:00,00:25:00
trip_347,4,SBS,KMT,5.1,08:05:00,08:30:00,00:25:00
trip_348,5,KMT,SBS,5.1,08:35:00,09:00:00,00:25:00
trip_349,6,SBS,KMT,5.1,09:05:00,09:30:00,00:25:00
trip_350,7,KMT,SBS,5.1,09:35:00,10:00:00,00:25:00
trip_351,8,SBS,KMT,5.1,10:05:00,10:30:00,00:25:00
trip_352,9,KMT,SBS,5.1,10:50:00,11:15:00,00:25:00
trip_353,10,SBS,KMT,5.1,11:30:00,11:55:00,00:25:00
trip_354,11,KMT,SBS,5.1,12:40:00,13:05:00,00:25:00
trip_355,12,SBS,KMT,5.1,13:35:00,14:00:00,00:25:00
trip_356,13,KMT,SBS,5.1,14:15:00,14:40:00,00:25:00
trip_357,14,SBS,KMT,5.1,15:15:00,15:40:00,00:25:00
trip_358,15,KMT,SBS,5.1,16:05:00,16:30:00,00:25:00
trip_359,16,SBS,KMT,5.1,16:45:00,17:10:00,00:25:00
trip_360,17,KMT,KBS,3.5,17:15:00,17:35:00,00:20:00
trip_361,18,KBS,BMT-7,0.3,17:35:00,17:40:00,00:05:00
trip_362,1,BMT-7,KBS,0.3,07:30:00,07:35:00,00:05:00
trip_363,2,KBS,KMT,4.5,07:40:00,08:00:00,00:20:00
trip_364,3,KMT,SBS,5.1,08:05:00,08:30:00,00:25:00
trip_365,4,SBS,KMT,5.1,08:35:00,09:00:00,00:25:00
trip_366,5,KMT,SBS,5.1,09:05:00,09:30:00,00:25:00
trip_367,6,SBS,KMT,5.1,09:35:00,10:00:00,00:25:00
trip_368,7,KMT,SBS,5.1,10:20:00,10:45:00,00:25:00
trip_369,8,SBS,KMT,5.1,10:50:00,11:15:00,00:25:00
trip_370,9,KMT,SBS,5.1,11:20:00,11:45:00,00:25:00
trip_371,10,SBS,KMT,5.1,12:15:00,12:40:00,00:25:00
trip_372,11,KMT,SBS,5.1,13:10:00,13:35:00,00:25:00
trip_373,12,SBS,KMT,5.1,14:05:00,14:30:00,00:25:00
trip_374,13,KMT,SBS,5.1,15:00:00,15:25:00,00:25:00
trip_375,14,SBS,KMT,5.1,15:45:00,16:10:00,00:25:00
trip_376,15,KMT,SBS,5.1,17:15:00,17:40:00,00:25:00
trip_377,16,SBS,KMT,5.1,17:45:00,18:10:00,00:25:00
trip_378,17,KMT,KBS,3.5,18:15:00,18:35:00,00:20:00
